month,level_1,level_2,value
1980-01,All Items,Food Serving Services,na
1980-01,All Items,Clothing & Footwear,82.917
1980-01,All Items,Housing & Utilities,46.413
1980-01,All Items,Household Durables & Services,63.678
1980-01,All Items,Health Care,30.386
1980-01,All Items,Transport,40.862
1980-01,All Items,Communication,139.199
1980-01,All Items,Recreation & Culture,64.285
1980-01,All Items,Education,20.902
1980-01,All Items,Miscellaneous Goods & Services,34.697
1980-02,All Items,Food,49.891
1980-02,All Items,Food Excl Food Serving Services,na
1980-02,All Items,Food Serving Services,na
1980-02,All Items,Clothing & Footwear,82.78
1980-02,All Items,Housing & Utilities,46.517
1980-02,All Items,Household Durables & Services,63.784
1980-02,All Items,Health Care,30.489
1980-02,All Items,Transport,41.191
1980-02,All Items,Communication,139.199
1980-02,All Items,Recreation & Culture,64.455
1980-02,All Items,Education,21.005
1980-02,All Items,Miscellaneous Goods & Services,35.1
1980-03,All Items,Food,49.215
1980-03,All Items,Food Excl Food Serving Services,na
1980-03,All Items,Food Serving Services,na
1980-03,All Items,Clothing & Footwear,83.288
1980-03,All Items,Housing & Utilities,50.105
1980-03,All Items,Household Durables & Services,64.081
1980-03,All Items,Health Care,30.583
1980-03,All Items,Transport,41.88
1980-03,All Items,Communication,139.199
1980-03,All Items,Recreation & Culture,64.549
1980-03,All Items,Education,21.005
1980-03,All Items,Miscellaneous Goods & Services,35.754
1980-04,All Items,Food,49.324
1980-04,All Items,Food Excl Food Serving Services,na
1980-04,All Items,Food Serving Services,na
1980-04,All Items,Clothing & Footwear,82.457
1980-04,All Items,Housing & Utilities,50.306
1980-04,All Items,Household Durables & Services,64.248
1980-04,All Items,Health Care,31.076
1980-04,All Items,Transport,41.877
1980-04,All Items,Communication,139.199
1980-04,All Items,Recreation & Culture,64.541
1980-04,All Items,Education,21.029
1980-04,All Items,Miscellaneous Goods & Services,36.031
1980-05,All Items,Food,49.066
1980-05,All Items,Food Excl Food Serving Services,na
1980-05,All Items,Food Serving Services,na
1980-05,All Items,Clothing & Footwear,82.457
1980-05,All Items,Housing & Utilities,50.368
1980-05,All Items,Household Durables & Services,64.332
1980-05,All Items,Health Care,31.122
1980-05,All Items,Transport,41.856
1980-05,All Items,Communication,139.199
1980-05,All Items,Recreation & Culture,64.668
1980-05,All Items,Education,21.054
1980-05,All Items,Miscellaneous Goods & Services,36.125
1980-06,All Items,Food,49.262
1980-06,All Items,Food Excl Food Serving Services,na
1980-06,All Items,Food Serving Services,na
1980-06,All Items,Clothing & Footwear,82.612
1980-06,All Items,Housing & Utilities,50.469
1980-06,All Items,Household Durables & Services,64.547
1980-06,All Items,Health Care,31.135
1980-06,All Items,Transport,42.033
1980-06,All Items,Communication,139.199
1980-06,All Items,Recreation & Culture,64.672
1980-06,All Items,Education,21.078
1980-06,All Items,Miscellaneous Goods & Services,36.268
1980-07,All Items,Food,49.8
1980-07,All Items,Food Excl Food Serving Services,na
1980-07,All Items,Food Serving Services,na
1980-07,All Items,Clothing & Footwear,83.246
1980-07,All Items,Housing & Utilities,50.531
1980-07,All Items,Household Durables & Services,67.232
1980-07,All Items,Health Care,31.683
1980-07,All Items,Transport,42.263
1980-07,All Items,Communication,139.199
1980-07,All Items,Recreation & Culture,65.802
1980-07,All Items,Education,21.128
1980-07,All Items,Miscellaneous Goods & Services,36.718
1980-08,All Items,Food,50.369
1980-08,All Items,Food Excl Food Serving Services,na
1980-08,All Items,Food Serving Services,na
1980-08,All Items,Clothing & Footwear,83.422
1980-08,All Items,Housing & Utilities,51.391
1980-08,All Items,Household Durables & Services,67.323
1980-08,All Items,Health Care,31.745
1980-08,All Items,Transport,42.735
1980-08,All Items,Communication,139.199
1980-08,All Items,Recreation & Culture,65.849
1980-08,All Items,Education,21.195
1980-08,All Items,Miscellaneous Goods & Services,36.837
1980-09,All Items,Food,49.702
1980-09,All Items,Food Excl Food Serving Services,na
1980-09,All Items,Food Serving Services,na
1980-09,All Items,Clothing & Footwear,83.624
1980-09,All Items,Housing & Utilities,51.388
1980-09,All Items,Household Durables & Services,67.455
1980-09,All Items,Health Care,31.77
1980-09,All Items,Transport,42.736
1980-09,All Items,Communication,139.199
1980-09,All Items,Recreation & Culture,65.896
1980-09,All Items,Education,21.231
1980-09,All Items,Miscellaneous Goods & Services,37.359
1980-10,All Items,Food,49.967
1980-10,All Items,Food Excl Food Serving Services,na
1980-10,All Items,Food Serving Services,na
1980-10,All Items,Clothing & Footwear,84.229
1980-10,All Items,Housing & Utilities,51.389
1980-10,All Items,Household Durables & Services,67.549
1980-10,All Items,Health Care,31.843
1980-10,All Items,Transport,42.735
1980-10,All Items,Communication,139.199
1980-10,All Items,Recreation & Culture,66.68
1980-10,All Items,Education,21.255
1980-10,All Items,Miscellaneous Goods & Services,37.65
1980-11,All Items,Food,50.836
1980-11,All Items,Food Excl Food Serving Services,na
1980-11,All Items,Food Serving Services,na
1980-11,All Items,Clothing & Footwear,83.636
1980-11,All Items,Housing & Utilities,51.498
1980-11,All Items,Household Durables & Services,67.627
1980-11,All Items,Health Care,31.845
1980-11,All Items,Transport,42.742
1980-11,All Items,Communication,139.199
1980-11,All Items,Recreation & Culture,66.756
1980-11,All Items,Education,21.359
1980-11,All Items,Miscellaneous Goods & Services,37.728
1980-12,All Items,Food,50.96
1980-12,All Items,Food Excl Food Serving Services,na
1980-12,All Items,Food Serving Services,na
1980-12,All Items,Clothing & Footwear,83.755
1980-12,All Items,Housing & Utilities,51.497
1980-12,All Items,Household Durables & Services,67.928
1980-12,All Items,Health Care,32.104
1980-12,All Items,Transport,42.846
1980-12,All Items,Communication,139.199
1980-12,All Items,Recreation & Culture,66.78
1980-12,All Items,Education,21.359
1980-12,All Items,Miscellaneous Goods & Services,37.788
1981-01,All Items,Food,50.866
1981-01,All Items,Food Excl Food Serving Services,na
1981-01,All Items,Food Serving Services,na
1981-01,All Items,Clothing & Footwear,84.513
1981-01,All Items,Housing & Utilities,51.543
1981-01,All Items,Household Durables & Services,68.211
1981-01,All Items,Health Care,32.438
1981-01,All Items,Transport,43.235
1981-01,All Items,Communication,139.199
1981-01,All Items,Recreation & Culture,67.436
1981-01,All Items,Education,21.648
1981-01,All Items,Miscellaneous Goods & Services,38.055
1981-02,All Items,Food,52.163
1981-02,All Items,Food Excl Food Serving Services,na
1981-02,All Items,Food Serving Services,na
1981-02,All Items,Clothing & Footwear,84.494
1981-02,All Items,Housing & Utilities,51.581
1981-02,All Items,Household Durables & Services,68.197
1981-02,All Items,Health Care,32.662
1981-02,All Items,Transport,43.544
1981-02,All Items,Communication,139.199
1981-02,All Items,Recreation & Culture,67.689
1981-02,All Items,Education,22.49
1981-02,All Items,Miscellaneous Goods & Services,38.074
1981-03,All Items,Food,52.265
1981-03,All Items,Food Excl Food Serving Services,na
1981-03,All Items,Food Serving Services,na
1981-03,All Items,Clothing & Footwear,82.667
1981-03,All Items,Housing & Utilities,51.64
1981-03,All Items,Household Durables & Services,68.18
1981-03,All Items,Health Care,32.739
1981-03,All Items,Transport,43.921
1981-03,All Items,Communication,139.199
1981-03,All Items,Recreation & Culture,67.749
1981-03,All Items,Education,22.49
1981-03,All Items,Miscellaneous Goods & Services,38.053
1981-04,All Items,Food,52.332
1981-04,All Items,Food Excl Food Serving Services,na
1981-04,All Items,Food Serving Services,na
1981-04,All Items,Clothing & Footwear,84.483
1981-04,All Items,Housing & Utilities,51.64
1981-04,All Items,Household Durables & Services,68.49
1981-04,All Items,Health Care,32.802
1981-04,All Items,Transport,47.618
1981-04,All Items,Communication,139.199
1981-04,All Items,Recreation & Culture,72.432
1981-04,All Items,Education,22.49
1981-04,All Items,Miscellaneous Goods & Services,38.255
1981-05,All Items,Food,53.523
1981-05,All Items,Food Excl Food Serving Services,na
1981-05,All Items,Food Serving Services,na
1981-05,All Items,Clothing & Footwear,84.644
1981-05,All Items,Housing & Utilities,51.743
1981-05,All Items,Household Durables & Services,68.49
1981-05,All Items,Health Care,32.927
1981-05,All Items,Transport,48.005
1981-05,All Items,Communication,139.199
1981-05,All Items,Recreation & Culture,72.526
1981-05,All Items,Education,22.514
1981-05,All Items,Miscellaneous Goods & Services,38.92
1981-06,All Items,Food,53.882
1981-06,All Items,Food Excl Food Serving Services,na
1981-06,All Items,Food Serving Services,na
1981-06,All Items,Clothing & Footwear,84.348
1981-06,All Items,Housing & Utilities,51.738
1981-06,All Items,Household Durables & Services,68.344
1981-06,All Items,Health Care,33.117
1981-06,All Items,Transport,48.005
1981-06,All Items,Communication,139.199
1981-06,All Items,Recreation & Culture,72.618
1981-06,All Items,Education,22.538
1981-06,All Items,Miscellaneous Goods & Services,39.645
1981-07,All Items,Food,54.972
1981-07,All Items,Food Excl Food Serving Services,na
1981-07,All Items,Food Serving Services,na
1981-07,All Items,Clothing & Footwear,84.78
1981-07,All Items,Housing & Utilities,53.296
1981-07,All Items,Household Durables & Services,67.93
1981-07,All Items,Health Care,33.541
1981-07,All Items,Transport,48.061
1981-07,All Items,Communication,139.199
1981-07,All Items,Recreation & Culture,72.648
1981-07,All Items,Education,22.538
1981-07,All Items,Miscellaneous Goods & Services,39.799
1981-08,All Items,Food,56.742
1981-08,All Items,Food Excl Food Serving Services,na
1981-08,All Items,Food Serving Services,na
1981-08,All Items,Clothing & Footwear,84.941
1981-08,All Items,Housing & Utilities,53.295
1981-08,All Items,Household Durables & Services,67.855
1981-08,All Items,Health Care,33.551
1981-08,All Items,Transport,48.021
1981-08,All Items,Communication,139.199
1981-08,All Items,Recreation & Culture,72.592
1981-08,All Items,Education,22.58
1981-08,All Items,Miscellaneous Goods & Services,39.944
1981-09,All Items,Food,56.148
1981-09,All Items,Food Excl Food Serving Services,na
1981-09,All Items,Food Serving Services,na
1981-09,All Items,Clothing & Footwear,85.2
1981-09,All Items,Housing & Utilities,54.163
1981-09,All Items,Household Durables & Services,68.257
1981-09,All Items,Health Care,33.662
1981-09,All Items,Transport,48.021
1981-09,All Items,Communication,139.199
1981-09,All Items,Recreation & Culture,72.326
1981-09,All Items,Education,22.595
1981-09,All Items,Miscellaneous Goods & Services,40
1981-10,All Items,Food,56.202
1981-10,All Items,Food Excl Food Serving Services,na
1981-10,All Items,Food Serving Services,na
1981-10,All Items,Clothing & Footwear,85.341
1981-10,All Items,Housing & Utilities,54.162
1981-10,All Items,Household Durables & Services,68.386
1981-10,All Items,Health Care,33.752
1981-10,All Items,Transport,48.063
1981-10,All Items,Communication,139.199
1981-10,All Items,Recreation & Culture,72.294
1981-10,All Items,Education,22.609
1981-10,All Items,Miscellaneous Goods & Services,40.038
1981-11,All Items,Food,57.204
1981-11,All Items,Food Excl Food Serving Services,na
1981-11,All Items,Food Serving Services,na
1981-11,All Items,Clothing & Footwear,85.484
1981-11,All Items,Housing & Utilities,54.341
1981-11,All Items,Household Durables & Services,68.496
1981-11,All Items,Health Care,33.927
1981-11,All Items,Transport,48.063
1981-11,All Items,Communication,139.199
1981-11,All Items,Recreation & Culture,72.342
1981-11,All Items,Education,22.689
1981-11,All Items,Miscellaneous Goods & Services,40.039
1981-12,All Items,Food,58.455
1981-12,All Items,Food Excl Food Serving Services,na
1981-12,All Items,Food Serving Services,na
1981-12,All Items,Clothing & Footwear,85.542
1981-12,All Items,Housing & Utilities,54.341
1981-12,All Items,Household Durables & Services,68.65
1981-12,All Items,Health Care,34.207
1981-12,All Items,Transport,48.083
1981-12,All Items,Communication,139.199
1981-12,All Items,Recreation & Culture,72.262
1981-12,All Items,Education,22.689
1981-12,All Items,Miscellaneous Goods & Services,40.12
1982-01,All Items,Food,60.038
1982-01,All Items,Food Excl Food Serving Services,na
1982-01,All Items,Food Serving Services,na
1982-01,All Items,Clothing & Footwear,85.982
1982-01,All Items,Housing & Utilities,54.34
1982-01,All Items,Household Durables & Services,68.859
1982-01,All Items,Health Care,34.293
1982-01,All Items,Transport,48.132
1982-01,All Items,Communication,139.199
1982-01,All Items,Recreation & Culture,72.131
1982-01,All Items,Education,22.9
1982-01,All Items,Miscellaneous Goods & Services,40.153
1982-02,All Items,Food,58.142
1982-02,All Items,Food Excl Food Serving Services,na
1982-02,All Items,Food Serving Services,na
1982-02,All Items,Clothing & Footwear,85.86
1982-02,All Items,Housing & Utilities,54.339
1982-02,All Items,Household Durables & Services,69.27
1982-02,All Items,Health Care,34.342
1982-02,All Items,Transport,48.084
1982-02,All Items,Communication,139.199
1982-02,All Items,Recreation & Culture,72.183
1982-02,All Items,Education,22.9
1982-02,All Items,Miscellaneous Goods & Services,41.307
1982-03,All Items,Food,56.475
1982-03,All Items,Food Excl Food Serving Services,na
1982-03,All Items,Food Serving Services,na
1982-03,All Items,Clothing & Footwear,84.856
1982-03,All Items,Housing & Utilities,54.281
1982-03,All Items,Household Durables & Services,69.666
1982-03,All Items,Health Care,34.353
1982-03,All Items,Transport,48.049
1982-03,All Items,Communication,139.199
1982-03,All Items,Recreation & Culture,72.499
1982-03,All Items,Education,22.9
1982-03,All Items,Miscellaneous Goods & Services,41.297
1982-04,All Items,Food,56.484
1982-04,All Items,Food Excl Food Serving Services,na
1982-04,All Items,Food Serving Services,na
1982-04,All Items,Clothing & Footwear,84.856
1982-04,All Items,Housing & Utilities,54.272
